0,5.428506
1,5.275017
2,5.215393
3,5.113753
4,5.103210
5,5.041278
6,4.980194
7,4.966236
8,4.941736
9,4.909028
10,4.892899
11,4.863584
12,4.819993
13,4.822318
14,4.817523
15,4.811091
16,4.823646
17,4.834530
18,4.854961
19,4.847819
20,4.838874
21,4.803143
22,4.784789
23,4.773717
24,4.768615
25,4.762140
26,4.769850
27,4.786473
28,4.784581
29,4.791857
30,4.815366
31,4.772882
32,4.762408
33,4.754239
34,4.736631
35,4.733429
36,4.739184
37,4.748524
38,4.766772
39,4.776581
40,4.772094
41,4.769483
42,4.745644
43,4.730245
44,4.715524
45,4.712696
46,4.708550
47,4.720876
48,4.745632
49,4.773534
50,4.742300
51,4.759266
52,4.721926
53,4.711648
54,4.707731
55,4.700365
56,4.698107
57,4.710897
58,4.730196
59,4.731668
60,4.740354
61,4.727262
62,4.716080
63,4.708627
64,4.683052
65,4.687646
66,4.682882
67,4.694325
68,4.712685
69,4.718337
70,4.715213
71,4.747709
72,4.708046
73,4.689538
74,4.679358
75,4.669179
76,4.674731
77,4.675951
78,4.693576
79,4.706736
80,4.719124
81,4.714672
82,4.713744
83,4.677935
84,4.672868
85,4.669752
86,4.668723
87,4.671417
88,4.680267
89,4.700457
90,4.707598
91,4.723362
92,4.704075
93,4.677810
94,4.676156
95,4.655437
96,4.661252
97,4.667696
98,4.670072
99,4.681736
100,4.699411
101,4.691701
102,4.680376
103,4.674873
104,4.665733
105,4.645250
106,4.646991
107,4.657133
108,4.666170
109,4.675516
110,4.684120
111,4.699190
112,4.687795
113,4.699658
114,4.659878
115,4.651253
116,4.641699
117,4.643726
118,4.642133
119,4.662401
120,4.672268
121,4.685401
122,4.681464
123,4.667191
124,4.653906
125,4.653678
126,4.641317
127,4.636535
128,4.637868
129,4.653447
130,4.663535
131,4.675187
132,4.690618
133,4.659254
134,4.658392
135,4.641486
136,4.627425
137,4.630524
138,4.637409
139,4.654051
140,4.661917
141,4.658677
142,4.683212
143,4.662596
144,4.656007
145,4.642185
146,4.631099
147,4.630014
148,4.637129
149,4.640796
150,4.650158
151,4.674261
152,4.678795
153,4.658631
154,4.650725
155,4.638798
156,4.628095
157,4.626555
158,4.629244
159,4.637586
160,4.656729
161,4.668355
162,4.662362
163,4.652099
164,4.652536
165,4.639655
166,4.623800
167,4.628195
168,4.626528
169,4.625582
170,4.652366
171,4.660243
172,4.666531
173,4.675787
174,4.641845
175,4.648950
176,4.629518
177,4.618712
178,4.618544
179,4.618900
180,4.631636
181,4.644733
182,4.666066
183,4.655427
184,4.648245
185,4.633311
186,4.618814
187,4.607558
188,4.616961
189,4.620626
190,4.624708
191,4.640797
192,4.666773
193,4.655296
194,4.652119
195,4.631505
196,4.618507
197,4.611364
198,4.612044
199,4.622231
200,4.630570
201,4.621171
202,4.647679
203,4.669781
204,4.631517
205,4.630247
206,4.625188
207,4.610510
208,4.610426
209,4.600501
210,4.619052
211,4.631254
212,4.637629
213,4.632161
214,4.650822
215,4.622603
216,4.625133
217,4.608685
218,4.608964
219,4.602956
220,4.618756
221,4.624257
222,4.632792
223,4.641438
224,4.643056
225,4.624797
226,4.624722
227,4.616042
228,4.598079
229,4.603749
230,4.597377
231,4.620090
232,4.629328
233,4.642788
234,4.647133
235,4.628541
236,4.624999
237,4.608189
238,4.598176
239,4.599141
240,4.607259
241,4.615861
242,4.631901
243,4.639995
244,4.639058
245,4.635823
246,4.618796
247,4.601603
248,4.604229
249,4.603985
250,4.598161
251,4.601266
252,4.615989
253,4.631288
254,4.644897
255,4.628429
256,4.614947
257,4.618760
258,4.605687
259,4.598603
260,4.587851
261,4.599765
262,4.608588
263,4.641921
264,4.642777
265,4.632892
266,4.630517
267,4.610069
268,4.603438
269,4.595229
270,4.596277
271,4.614439
272,4.620086
273,4.631372
274,4.621860
275,4.634826
276,4.621654
277,4.611379
278,4.597291
279,4.600817
280,4.596627
281,4.598112
282,4.612615
283,4.611525
284,4.635690
285,4.637467
286,4.626957
287,4.609448
288,4.596151
289,4.593709
290,4.601291
291,4.595864
292,4.605173
293,4.640295
294,4.632457
295,4.632829
296,4.632554
297,4.621758
298,4.604491
299,4.600419
300,4.589061
301,4.594922
302,4.595369
303,4.617341
304,4.619945
305,4.617216
306,4.627896
307,4.610069
308,4.598441
309,4.594098
310,4.586202
